PRE_Reason,POST_Reason,fly_name_reference,date,reference_hour,machine_name,CS,US,Dilution,food,region_id,Files,PRE_ROI,POST_ROI,Genotype,Gender,Age,interactor,Training,comment on SD,User,experiment,PRE_1,PRE_2,PRE,POST_1,POST_2,POST,SD_status,interval
"","",2024-12-03_15-29-29_ET_Iso31_STM_MCH_ROI_6,,12,,MCH,75V 4.6kΩ,375,NONE,,2024-12-03_15-29-29_ET_Iso31_STM_MCH,6,6,Iso31,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-04_14-30-59_ET_Iso31_STM_MCH_ROI_6,,12,,MCH,75V 4.6kΩ,375,NONE,,2024-12-04_14-30-59_ET_Iso31_STM_MCH,6,6,Iso31,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-05_14-38-07_ET_2U_STM_MCH_ROI_6,,12,,MCH,75V 4.6kΩ,375,NONE,,2024-12-05_14-38-07_ET_2U_STM_MCH,6,6,2u,FEM,6,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-09_14-09-46_ET_Iso31_vs_2U_STM_ROI_6,,12,,OCT,75V 4.6kΩ,500,NONE,,2024-12-09_14-09-46_ET_Iso31_vs_2U_STM,6,6,Iso31,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-11_15-03-58_ET_010BIso_STM_ROI_6,,12,,OCT,75V 4.6kΩ,500,NONE,,2024-12-11_15-03-58_ET_010BIso_STM,6,6,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM mock,,,,,,,NONE,
"","",2024-12-12_14-22-29_ET_010BIso_STM_MCH_ROI_6,,12,,MCH,75V 4.6kΩ,375,NONE,,2024-12-12_14-22-29_ET_010BIso_STM_MCH,6,6,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM mock,,,,,,,NONE,
"","",2024-12-13_14-13-05_ET_010BIso_STM_MCH2x_ROI_6,,12,,MCH,75V 4.6kΩ,187.5,NONE,,2024-12-13_14-13-05_ET_010BIso_STM_MCH2x,6,6,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM mock,,,,,,,NONE,
"","",2024-12-13_15-31-58_ET_010BIso_STM_ROI_6,,12,,OCT,75V 4.6kΩ,500,NONE,,2024-12-13_15-31-58_ET_010BIso_STM,6,6,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM mock,,,,,,,NONE,
"","",2024-12-16_14-06-05_ET_010BIso_LTM_ROI_6,2024-12-02,12,ETHOSCOPE_043,OCT,75V 0Ω,500,cornmeal,6,2024-12-16_14-06-05_ET_010BIso_LTM,6,6,MB010B.(II)SPARC-GFP ISO,FEM,5,DefaultStimulator,6X_Spaced,NONE,ET&AOJ,24hr LTM inChamber mock,,,,,,,NONE,No_stimulator
"","",2024-12-17_15-32-26_AOJ_STM_4MO1_ROI_6,,12,,4MO1,75V 4.6Ω,375;500,NONE,,2024-12-17_15-32-26_AOJ_STM_4MO1,6,6,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"",IDOC2 not working as expected,2024-08-26_14-49-57_AOJ_ROI_7,,11,,OCT,75V 0Ω,500,NONE,,2024-08-26_14-49-57_AOJ,7,7,Cs,FEM,5,,1X,NONE,AOJ,20min STM (sucrose tube),,,,,,,NONE,
"",IDOC2 not working as expected,2024-08-27_14-13-07_AOJ_ET_ROI_7,,11,,OCT,75V 0Ω,500,NONE,,2024-08-27_14-13-07_AOJ_ET,7,7,orco,FEM,5,,1X,NONE,ET,20min STM (sucrose tube) all ITO,,,,,,,NONE,
,,,2024-10-07,,ETHOSCOPE_031,,,,sucrose,7,2024-10-07_14-42-08_AOJ_6X_spaced_24hrLTM,7,7,,,,DefaultStimulator,,NONE,,,,,,,,,NONE,No_stimulator
,,,2024-10-09,,ETHOSCOPE_031,,,,sucrose,7,2024-10-09_14-14-49_AOJ_ET_6X_spaced_24hrLTM,7,7,,,,DefaultStimulator,,NONE,,,,,,,,,NONE,No_stimulator
,,,2024-10-12,,ETHOSCOPE_031,,,,sucrose,7,2024-10-12_14-35-24_AOJ_6X_spaced_24hrLTM,7,7,,,,DefaultStimulator,,NONE,,,,,,,,,NONE,No_stimulator
"","",2024-10-15_14-30-17_AOJ_dnc_ROI_7,,11,,OCT,75V 4.6kΩ,500,NONE,,2024-10-15_14-30-17_AOJ_dnc,7,7,dnc,FEM,5,,1X,NONE,AOJ,20min STM,,,,,,,NONE,
"","",2024-10-23_14-00-48_ET_STM_1xEshock_ROI_7,,11,,OCT,75V 4.6kΩ,500,NONE,,2024-10-23_14-00-48_ET_STM_1xEshock,7,7,Iso31,FEM,5,,1X,NONE,ET,Learning,,,,,,,NONE,
"",Human-override,2024-10-25_14-29-40_ET_Dnc_2U_STM_ROI_7,,11,,OCT,75V 4.6kΩ,500,NONE,,2024-10-25_14-29-40_ET_Dnc_2U_STM,7,7,dnc,FEM,8,,1X,NONE,ET,Learning,,,,,1,,NONE,
"","",2024-10-27_14-09-02_AOJ_Dnc_2U_STM_ROI_7,,11,,OCT,75V 4.6kΩ,500,NONE,,2024-10-27_14-09-02_AOJ_Dnc_2U_STM,7,7,dnc,FEM,5,,1X,NONE,AOJ,Learning all ITO,,,,,,,NONE,
"","",2024-10-28_14-10-07_ET_2U_Dnc_STM_ROI_7,,11,,OCT,75V 4.6kΩ,500,NONE,,2024-10-28_14-10-07_ET_2U_Dnc_STM,7,7,2u,FEM,5,,1X,NONE,ET,Learning all ITO,,,,,,,NONE,
"","",2024-10-28_14-52-11_ET_2U_Dnc_STM_ROI_7,,11,,OCT,75V 4.6kΩ,500,NONE,,2024-10-28_14-52-11_ET_2U_Dnc_STM,7,7,2u,FEM,5,,1X,NONE,ET,Learning all ITO,,,,,,,NONE,
"","",2024-10-29_14-37-00_ET_Iso31_2U_LTM_ROI_7,2024-10-29,12,ETHOSCOPE_043,OCT,75V 4.6kΩ,500,cornmeal,7,2024-10-29_14-37-00_ET_Iso31_2U_LTM,7,7,Iso31,FEM,5,DefaultStimulator,1X,NONE,ET,24hr STM,,,,,,,NONE,No_stimulator
Right-bias,"",2024-10-29_15-38-36_ET_2U_Dnc_STM_ROI_7,,12,,OCT,75V 4.6kΩ,500,NONE,,2024-10-29_15-38-36_ET_2U_Dnc_STM,7,7,2u,FEM,5,,1X,NONE,ET,20min STM,,,,,,,NONE,
"","",2024-10-30_14-17-08_ET_Dnc_2U_STM_ROI_7,,12,,OCT,75V 4.6kΩ,500,NONE,,2024-10-30_14-17-08_ET_Dnc_2U_STM,7,7,dnc,FEM,5,,1X,NONE,ET,20min STM,,,,,,,NONE,
"","",2024-10-30_16-03-32_ET_Iso31_LTM_ROI_7,2024-10-30,12,ETHOSCOPE_043,OCT,75V 4.6kΩ,500,cornmeal,7,2024-10-30_16-03-32_ET_Iso31_LTM,7,7,Iso31,FEM,4,DefaultStimulator,1X,NONE,ET,24hr STM,,,,,,,NONE,No_stimulator
"","",2024-11-04_14-24-49_ET_Iso31_LTM_ROI_7,2024-11-04,12,ETHOSCOPE_031,OCT,75V 4.6kΩ,500,cornmeal,7,2024-11-04_14-24-49_ET_Iso31_LTM,7,7,Iso31,FEM,5,DefaultStimulator,1X,NONE,ET,24hr STM,,,,,,,NONE,No_stimulator
"","",2024-11-05_15-16-52_ET_Iso31_LTM_ROI_7,2024-11-05,12,ETHOSCOPE_031,OCT,75V 4.6kΩ,500,cornmeal,7,2024-11-05_15-16-52_ET_Iso31_LTM,7,7,Iso31,FEM,5,DefaultStimulator,1X,NONE,ET,24hr STM,,,,,,,NONE,No_stimulator
"","",2024-11-20_14-24-59_ET_2U_LTM_ROI_7,2024-11-20,12,ETHOSCOPE_031,OCT,75V 0Ω,500,cornmeal,7,2024-11-20_14-24-59_ET_2U_LTM,7,7,2u,FEM,5,DefaultStimulator,6X_Spaced,NONE,ET&AOJ,24hr LTM,,,,,,,NONE,No_stimulator
"","",2024-12-02_14-38-42_ET_2U_LTM_ROI_7,2024-12-02,12,ETHOSCOPE_043,OCT,75V 4.6kΩ,500,cornmeal,7,2024-12-02_14-38-42_ET_2U_LTM,7,7,2u,FEM,5,DefaultStimulator,6X_Spaced,NONE,ET&AOJ,24hr LTM,,,,,,,NONE,No_stimulator
"","",2024-12-03_15-29-29_ET_Iso31_STM_MCH_ROI_7,,12,,MCH,75V 4.6kΩ,375,NONE,,2024-12-03_15-29-29_ET_Iso31_STM_MCH,7,7,Iso31,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-04_14-30-59_ET_Iso31_STM_MCH_ROI_7,,12,,MCH,75V 4.6kΩ,375,NONE,,2024-12-04_14-30-59_ET_Iso31_STM_MCH,7,7,Iso31,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-05_14-38-07_ET_2U_STM_MCH_ROI_7,,12,,MCH,75V 4.6kΩ,375,NONE,,2024-12-05_14-38-07_ET_2U_STM_MCH,7,7,2u,FEM,6,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-09_14-09-46_ET_Iso31_vs_2U_STM_ROI_7,,12,,OCT,75V 4.6kΩ,500,NONE,,2024-12-09_14-09-46_ET_Iso31_vs_2U_STM,7,7,Iso31,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-11_15-03-58_ET_010BIso_STM_ROI_7,,12,,OCT,75V 4.6kΩ,500,NONE,,2024-12-11_15-03-58_ET_010BIso_STM,7,7,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"",Left-bias,2024-12-12_14-22-29_ET_010BIso_STM_MCH_ROI_7,,12,,MCH,75V 4.6kΩ,375,NONE,,2024-12-12_14-22-29_ET_010BIso_STM_MCH,7,7,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-13_14-13-05_ET_010BIso_STM_MCH2x_ROI_7,,12,,MCH,75V 4.6kΩ,187.5,NONE,,2024-12-13_14-13-05_ET_010BIso_STM_MCH2x,7,7,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-13_15-31-58_ET_010BIso_STM_ROI_7,,12,,OCT,75V 4.6kΩ,500,NONE,,2024-12-13_15-31-58_ET_010BIso_STM,7,7,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-16_14-06-05_ET_010BIso_LTM_ROI_7,2024-12-02,12,ETHOSCOPE_043,OCT,75V 0Ω,500,cornmeal,7,2024-12-16_14-06-05_ET_010BIso_LTM,7,7,MB010B.(II)SPARC-GFP ISO,FEM,5,DefaultStimulator,6X_Spaced,NONE,ET&AOJ,24hr LTM inChamber,,,,,,,NONE,No_stimulator
"","",2024-12-17_15-32-26_AOJ_STM_4MO1_ROI_7,,12,,4MO1,75V 4.6Ω,375;500,NONE,,2024-12-17_15-32-26_AOJ_STM_4MO1,7,7,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-11-11_15-59-46_AOJ_LTM_ROI_8,2024-11-11,12,ETHOSCOPE_031,OCT,75V 4.6kΩ,500,cornmeal,4,2024-11-11_15-59-46_AOJ_LTM,8,4,2u,FEM,5,DefaultStimulator,6X_Spaced,NONE,AOJ,24hr LTM,,,,,,,NONE,No_stimulator
"",IDOC2 not working as expected,2024-08-26_14-49-57_AOJ_ROI_8,,11,,OCT,75V 0Ω,500,NONE,,2024-08-26_14-49-57_AOJ,8,8,Cs,FEM,5,,1X,NONE,AOJ,20min STM (sucrose tube),,,,,,,NONE,
"",IDOC2 not working as expected,2024-08-27_14-13-07_AOJ_ET_ROI_8,,11,,OCT,75V 0Ω,500,NONE,,2024-08-27_14-13-07_AOJ_ET,8,8,orco,FEM,5,,1X,NONE,ET,20min STM (sucrose tube) all ITO,,,,,,,NONE,
"",IDOC2 not working as expected,2024-08-27_15-35-18_AOJ_ET_ROI_8,,11,,OCT,75V 0Ω,500,NONE,,2024-08-27_15-35-18_AOJ_ET,8,8,dnc,FEM,5,,1X,NONE,AOJ,20min STM (sucrose tube),,,,,,,NONE,
,,,2024-10-09,,ETHOSCOPE_031,,,,sucrose,8,2024-10-09_14-14-49_AOJ_ET_6X_spaced_24hrLTM,8,8,,,,DefaultStimulator,,NONE,,,,,,,,,NONE,No_stimulator
,,,2024-10-12,,ETHOSCOPE_031,,,,sucrose,8,2024-10-12_14-35-24_AOJ_6X_spaced_24hrLTM,8,8,,,,DefaultStimulator,,NONE,,,,,,,,,NONE,No_stimulator
"","",2024-10-15_14-30-17_AOJ_dnc_ROI_8,,11,,OCT,75V 4.6kΩ,500,NONE,,2024-10-15_14-30-17_AOJ_dnc,8,8,dnc,FEM,5,,1X,NONE,AOJ,20min STM,,,,,,,NONE,
"","",2024-10-25_14-29-40_ET_Dnc_2U_STM_ROI_8,,11,,OCT,75V 4.6kΩ,500,NONE,,2024-10-25_14-29-40_ET_Dnc_2U_STM,8,8,dnc,FEM,8,,1X,NONE,ET,Learning,,,,,,,NONE,
"","",2024-10-27_14-09-02_AOJ_Dnc_2U_STM_ROI_8,,11,,OCT,75V 4.6kΩ,500,NONE,,2024-10-27_14-09-02_AOJ_Dnc_2U_STM,8,8,2u,FEM,5,,1X,NONE,AOJ,Learning all ITO,,,,,,,NONE,
"","",2024-10-28_14-10-07_ET_2U_Dnc_STM_ROI_8,,11,,OCT,75V 4.6kΩ,500,NONE,,2024-10-28_14-10-07_ET_2U_Dnc_STM,8,8,2u,FEM,5,,1X,NONE,ET,Learning all ITO,,,,,,,NONE,
"","",2024-10-28_14-52-11_ET_2U_Dnc_STM_ROI_8,,11,,OCT,75V 4.6kΩ,500,NONE,,2024-10-28_14-52-11_ET_2U_Dnc_STM,8,8,2u,FEM,5,,1X,NONE,ET,Learning all ITO,,,,,,,NONE,
"","",2024-10-29_14-37-00_ET_Iso31_2U_LTM_ROI_8,2024-10-29,12,ETHOSCOPE_043,OCT,75V 4.6kΩ,500,cornmeal,8,2024-10-29_14-37-00_ET_Iso31_2U_LTM,8,8,Iso31,FEM,5,DefaultStimulator,1X,NONE,ET,24hr STM,,,,,,,NONE,No_stimulator
"","",2024-10-29_15-38-36_ET_2U_Dnc_STM_ROI_8,,12,,OCT,75V 4.6kΩ,500,NONE,,2024-10-29_15-38-36_ET_2U_Dnc_STM,8,8,2u,FEM,5,,1X,NONE,ET,20min STM,,,,,,,NONE,
"","",2024-10-30_14-17-08_ET_Dnc_2U_STM_ROI_8,,12,,OCT,75V 4.6kΩ,500,NONE,,2024-10-30_14-17-08_ET_Dnc_2U_STM,8,8,dnc,FEM,5,,1X,NONE,ET,20min STM,,,,,,,NONE,
"","",2024-10-30_16-03-32_ET_Iso31_LTM_ROI_8,2024-10-30,12,ETHOSCOPE_043,OCT,75V 4.6kΩ,500,cornmeal,8,2024-10-30_16-03-32_ET_Iso31_LTM,8,8,Iso31,FEM,4,DefaultStimulator,1X,NONE,ET,24hr STM,,,,,,,NONE,No_stimulator
"","",2024-11-04_14-24-49_ET_Iso31_LTM_ROI_8,2024-11-04,12,ETHOSCOPE_031,OCT,75V 4.6kΩ,500,cornmeal,8,2024-11-04_14-24-49_ET_Iso31_LTM,8,8,Iso31,FEM,5,DefaultStimulator,1X,NONE,ET,24hr STM,,,,,,,NONE,No_stimulator
"","",2024-11-05_15-16-52_ET_Iso31_LTM_ROI_8,2024-11-05,12,ETHOSCOPE_031,OCT,75V 4.6kΩ,500,cornmeal,8,2024-11-05_15-16-52_ET_Iso31_LTM,8,8,Iso31,FEM,5,DefaultStimulator,1X,NONE,ET,24hr STM,,,,,,,NONE,No_stimulator
"","",2024-12-03_15-29-29_ET_Iso31_STM_MCH_ROI_8,,12,,MCH,75V 4.6kΩ,375,NONE,,2024-12-03_15-29-29_ET_Iso31_STM_MCH,8,8,Iso31,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-04_14-30-59_ET_Iso31_STM_MCH_ROI_8,,12,,MCH,75V 4.6kΩ,375,NONE,,2024-12-04_14-30-59_ET_Iso31_STM_MCH,8,8,Iso31,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-05_14-38-07_ET_2U_STM_MCH_ROI_8,,12,,MCH,75V 4.6kΩ,375,NONE,,2024-12-05_14-38-07_ET_2U_STM_MCH,8,8,2u,FEM,6,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-11_15-03-58_ET_010BIso_STM_ROI_8,,12,,OCT,75V 4.6kΩ,500,NONE,,2024-12-11_15-03-58_ET_010BIso_STM,8,8,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-12_14-22-29_ET_010BIso_STM_MCH_ROI_8,,12,,MCH,75V 4.6kΩ,375,NONE,,2024-12-12_14-22-29_ET_010BIso_STM_MCH,8,8,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-13_14-13-05_ET_010BIso_STM_MCH2x_ROI_8,,12,,MCH,75V 4.6kΩ,187.5,NONE,,2024-12-13_14-13-05_ET_010BIso_STM_MCH2x,8,8,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-13_15-31-58_ET_010BIso_STM_ROI_8,,12,,OCT,75V 4.6kΩ,500,NONE,,2024-12-13_15-31-58_ET_010BIso_STM,8,8,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-16_14-06-05_ET_010BIso_LTM_ROI_8,2024-12-02,12,ETHOSCOPE_043,OCT,75V 0Ω,500,cornmeal,8,2024-12-16_14-06-05_ET_010BIso_LTM,8,8,MB010B.(II)SPARC-GFP ISO,FEM,5,DefaultStimulator,6X_Spaced,NONE,ET&AOJ,24hr LTM inChamber,,,,,,,NONE,No_stimulator
"","",2024-12-17_15-32-26_AOJ_STM_4MO1_ROI_8,,12,,4MO1,75V 4.6Ω,375;500,NONE,,2024-12-17_15-32-26_AOJ_STM_4MO1,8,8,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"",IDOC2 not working as expected,2024-08-26_14-49-57_AOJ_ROI_9,,11,,OCT,75V 0Ω,500,NONE,,2024-08-26_14-49-57_AOJ,9,9,Cs,FEM,5,,1X,NONE,AOJ,20min STM (sucrose tube),,,,,,,NONE,
"",IDOC2 not working as expected,2024-08-27_14-13-07_AOJ_ET_ROI_9,,11,,OCT,75V 0Ω,500,NONE,,2024-08-27_14-13-07_AOJ_ET,9,9,Cs,FEM,5,,1X,NONE,ET,20min STM (sucrose tube) all ITO,,,,,,,NONE,
"",IDOC2 not working as expected,2024-08-27_15-35-18_AOJ_ET_ROI_9,,11,,OCT,75V 0Ω,500,NONE,,2024-08-27_15-35-18_AOJ_ET,9,9,dnc,FEM,5,,1X,NONE,AOJ,20min STM (sucrose tube),,,,,,,NONE,
,,,2024-10-09,,ETHOSCOPE_031,,,,sucrose,9,2024-10-09_14-14-49_AOJ_ET_6X_spaced_24hrLTM,9,9,,,,DefaultStimulator,,NONE,,,,,,,,,NONE,No_stimulator
,,,2024-10-12,,ETHOSCOPE_031,,,,sucrose,9,2024-10-12_14-35-24_AOJ_6X_spaced_24hrLTM,9,9,,,,DefaultStimulator,,NONE,,,,,,,,,NONE,No_stimulator
"","",2024-10-15_14-30-17_AOJ_dnc_ROI_9,,11,,OCT,75V 4.6kΩ,500,NONE,,2024-10-15_14-30-17_AOJ_dnc,9,9,dnc,FEM,5,,1X,NONE,AOJ,20min STM,,,,,,,NONE,
"",Human-override,2024-10-25_14-29-40_ET_Dnc_2U_STM_ROI_9,,11,,OCT,75V 4.6kΩ,500,NONE,,2024-10-25_14-29-40_ET_Dnc_2U_STM,9,9,dnc,FEM,8,,1X,NONE,ET,Learning,,,,,-1,,NONE,
"","",2024-10-27_14-09-02_AOJ_Dnc_2U_STM_ROI_9,,11,,OCT,75V 4.6kΩ,500,NONE,,2024-10-27_14-09-02_AOJ_Dnc_2U_STM,9,9,2u,FEM,5,,1X,NONE,AOJ,Learning all ITO,,,,,,,NONE,
"","",2024-10-28_14-10-07_ET_2U_Dnc_STM_ROI_9,,11,,OCT,75V 4.6kΩ,500,NONE,,2024-10-28_14-10-07_ET_2U_Dnc_STM,9,9,2u,FEM,5,,1X,NONE,ET,Learning all ITO,,,,,,,NONE,
"","",2024-10-28_14-52-11_ET_2U_Dnc_STM_ROI_9,,11,,OCT,75V 4.6kΩ,500,NONE,,2024-10-28_14-52-11_ET_2U_Dnc_STM,9,9,2u,FEM,5,,1X,NONE,ET,Learning all ITO,,,,,,,NONE,
"","",2024-10-29_14-37-00_ET_Iso31_2U_LTM_ROI_9,2024-10-29,12,ETHOSCOPE_043,OCT,75V 4.6kΩ,500,cornmeal,9,2024-10-29_14-37-00_ET_Iso31_2U_LTM,9,9,Iso31,FEM,5,DefaultStimulator,1X,NONE,ET,24hr STM,,,,,,,NONE,No_stimulator
"","",2024-10-29_15-38-36_ET_2U_Dnc_STM_ROI_9,,12,,OCT,75V 4.6kΩ,500,NONE,,2024-10-29_15-38-36_ET_2U_Dnc_STM,9,9,2u,FEM,5,,1X,NONE,ET,20min STM,,,,,,,NONE,
"","",2024-10-30_14-17-08_ET_Dnc_2U_STM_ROI_9,,12,,OCT,75V 4.6kΩ,500,NONE,,2024-10-30_14-17-08_ET_Dnc_2U_STM,9,9,dnc,FEM,5,,1X,NONE,ET,20min STM,,,,,,,NONE,
"","",2024-10-30_16-03-32_ET_Iso31_LTM_ROI_9,2024-10-30,12,ETHOSCOPE_043,OCT,75V 4.6kΩ,500,cornmeal,9,2024-10-30_16-03-32_ET_Iso31_LTM,9,9,Iso31,FEM,4,DefaultStimulator,1X,NONE,ET,24hr STM,,,,,,,NONE,No_stimulator
"","",2024-11-04_14-24-49_ET_Iso31_LTM_ROI_9,2024-11-04,12,ETHOSCOPE_031,OCT,75V 4.6kΩ,500,cornmeal,9,2024-11-04_14-24-49_ET_Iso31_LTM,9,9,Iso31,FEM,5,DefaultStimulator,1X,NONE,ET,24hr STM,,,,,,,NONE,No_stimulator
"","",2024-11-05_15-16-52_ET_Iso31_LTM_ROI_9,2024-11-05,12,ETHOSCOPE_031,OCT,75V 4.6kΩ,500,cornmeal,9,2024-11-05_15-16-52_ET_Iso31_LTM,9,9,Iso31,FEM,5,DefaultStimulator,1X,NONE,ET,24hr STM,,,,,,,NONE,No_stimulator
"","",2024-12-03_15-29-29_ET_Iso31_STM_MCH_ROI_9,,12,,MCH,75V 4.6kΩ,375,NONE,,2024-12-03_15-29-29_ET_Iso31_STM_MCH,9,9,Iso31,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-04_14-30-59_ET_Iso31_STM_MCH_ROI_9,,12,,MCH,75V 4.6kΩ,375,NONE,,2024-12-04_14-30-59_ET_Iso31_STM_MCH,9,9,Iso31,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-05_14-38-07_ET_2U_STM_MCH_ROI_9,,12,,MCH,75V 4.6kΩ,375,NONE,,2024-12-05_14-38-07_ET_2U_STM_MCH,9,9,2u,FEM,6,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-11_15-03-58_ET_010BIso_STM_ROI_9,,12,,OCT,75V 4.6kΩ,500,NONE,,2024-12-11_15-03-58_ET_010BIso_STM,9,9,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-12_14-22-29_ET_010BIso_STM_MCH_ROI_9,,12,,MCH,75V 4.6kΩ,375,NONE,,2024-12-12_14-22-29_ET_010BIso_STM_MCH,9,9,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-13_14-13-05_ET_010BIso_STM_MCH2x_ROI_9,,12,,MCH,75V 4.6kΩ,187.5,NONE,,2024-12-13_14-13-05_ET_010BIso_STM_MCH2x,9,9,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-13_15-31-58_ET_010BIso_STM_ROI_9,,12,,OCT,75V 4.6kΩ,500,NONE,,2024-12-13_15-31-58_ET_010BIso_STM,9,9,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-12-16_14-06-05_ET_010BIso_LTM_ROI_9,2024-12-02,12,ETHOSCOPE_043,OCT,75V 0Ω,500,cornmeal,9,2024-12-16_14-06-05_ET_010BIso_LTM,9,9,MB010B.(II)SPARC-GFP ISO,FEM,5,DefaultStimulator,6X_Spaced,NONE,ET&AOJ,24hr LTM inChamber,,,,,,,NONE,No_stimulator
"","",2024-12-17_15-32-26_AOJ_STM_4MO1_ROI_9,,12,,4MO1,75V 4.6Ω,375;500,NONE,,2024-12-17_15-32-26_AOJ_STM_4MO1,9,9,MB010B.(II)SPARC-GFP ISO,FEM,5,,1X,NONE,ET&AOJ,20min STM,,,,,,,NONE,
"","",2024-11-11_15-59-46_AOJ_LTM_ROI_10,2024-11-11,12,ETHOSCOPE_031,OCT,75V 4.6kΩ,500,cornmeal,3,2024-11-11_15-59-46_AOJ_LTM,10,3,2u,FEM,5,DefaultStimulator,6X_Spaced,NONE,AOJ,24hr LTM,,,,,,,NONE,No_stimulator
"",IDOC2 not working as expected,2024-08-26_14-49-57_AOJ_ROI_10,,11,,OCT,75V 0Ω,500,NONE,,2024-08-26_14-49-57_AOJ,10,10,Cs,FEM,5,,1X,NONE,AOJ,20min STM (sucrose tube),,,,,,,NONE,
"",IDOC2 not working as expected,2024-08-27_14-13-07_AOJ_ET_ROI_10,,11,,OCT,75V 0Ω,500,NONE,,2024-08-27_14-13-07_AOJ_ET,10,10,Cs,FEM,5,,1X,NONE,ET,20min STM (sucrose tube) all ITO,,,,,,,NONE,
"",IDOC2 not working as expected,2024-08-27_15-35-18_AOJ_ET_ROI_10,,11,,OCT,75V 0Ω,500,NONE,,2024-08-27_15-35-18_AOJ_ET,10,10,dnc,FEM,5,,1X,NONE,AOJ,20min STM (sucrose tube),,,,,,,NONE,
,,,2024-10-09,,ETHOSCOPE_031,,,,sucrose,10,2024-10-09_14-14-49_AOJ_ET_6X_spaced_24hrLTM,10,10,,,,DefaultStimulator,,NONE,,,,,,,,,NONE,No_stimulator
,,,2024-10-12,,ETHOSCOPE_031,,,,sucrose,10,2024-10-12_14-35-24_AOJ_6X_spaced_24hrLTM,10,10,,,,DefaultStimulator,,NONE,,,,,,,,,NONE,No_stimulator
"","",2024-10-15_14-30-17_AOJ_dnc_ROI_10,,11,,OCT,75V 4.6kΩ,500,NONE,,2024-10-15_14-30-17_AOJ_dnc,10,10,dnc,FEM,5,,1X,NONE,AOJ,20min STM,,,,,,,NONE,
