PRE_Reason,POST_Reason,fly_name_reference,date,reference_hour,machine_name,CS,US,Dilution,food,region_id,Files,PRE_ROI,POST_ROI,Genotype,Gender,Age,interactor,Training,comment on SD,User,experiment,PRE_1,PRE_2,PRE,POST_1,POST_2,POST,SD_status,interval
,,2023-08-29_16-12-49(ET_LTM_SD)_ROI_2,2023-08-29,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,3,2023-08-29_16-12-49(ET_LTM_SD),2,2,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,NA,0.333333333333333,,0.333333333333333,-0.333333333333333,,good,ZT05-ZT11
,,2023-08-29_16-12-49(ET_LTM_SD)_ROI_3,2023-08-29,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,5,2023-08-29_16-12-49(ET_LTM_SD),3,3,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,NA,0.2,0,-0.2,-0.142857142857143,-0.171428571428571,good,ZT05-ZT11
,,2023-08-29_16-12-49(ET_LTM_SD)_ROI_4,2023-08-29,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,7,2023-08-29_16-12-49(ET_LTM_SD),4,4,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,NA,NA,,NA,NA,,good,ZT05-ZT11
,,2023-08-29_16-12-49(ET_LTM_SD)_ROI_5,2023-08-29,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,9,2023-08-29_16-12-49(ET_LTM_SD),5,5,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,-0.333333333333333,NA,,NA,NA,,good,ZT05-ZT11
,,2023-08-29_16-12-49(ET_LTM_SD)_ROI_6,2023-08-29,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,12,2023-08-29_16-12-49(ET_LTM_SD),6,6,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,NA,-0.5,,0.5,0.5,,good,ZT05-ZT11
,,2023-08-29_16-12-49(ET_LTM_SD)_ROI_7,2023-08-29,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,14,2023-08-29_16-12-49(ET_LTM_SD),7,7,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,0,NA,0,0,0,,good,ZT05-ZT11
,,2023-08-29_16-12-49(ET_LTM_SD)_ROI_8,2023-08-29,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,16,2023-08-29_16-12-49(ET_LTM_SD),8,8,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,NA,NA,,NA,NA,,good,ZT05-ZT11
,,2023-08-29_16-12-49(ET_LTM_SD)_ROI_10,2023-08-29,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,20,2023-08-29_16-12-49(ET_LTM_SD),10,10,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,NA,NA,,NA,0.5,,good,ZT05-ZT11
,,2023-08-30_16-21-50(ET_LTM_SD)_ROI_1,2023-08-30,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,1,2023-08-30_16-21-50(ET_LTM_SD),1,1,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,0,NA,0,0,0,0,good,ZT05-ZT11
,,2023-08-30_16-21-50(ET_LTM_SD)_ROI_2,2023-08-30,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,3,2023-08-30_16-21-50(ET_LTM_SD),2,2,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,-0.111111111111111,-0.142857142857143,-0.126984126984127,-0.2,0,-0.1,good,ZT05-ZT11
,,2023-08-30_16-21-50(ET_LTM_SD)_ROI_3,2023-08-30,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,5,2023-08-30_16-21-50(ET_LTM_SD),3,3,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,NA,NA,,-0.2,0,,good,ZT05-ZT11
,,2023-08-30_16-21-50(ET_LTM_SD)_ROI_5,2023-08-30,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,9,2023-08-30_16-21-50(ET_LTM_SD),5,5,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,0.5,0.333333333333333,0.416666666666667,0.333333333333333,0,0.166666666666667,good,ZT05-ZT11
,,2023-08-30_16-21-50(ET_LTM_SD)_ROI_6,2023-08-30,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,12,2023-08-30_16-21-50(ET_LTM_SD),6,6,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,NA,NA,,NA,NA,,good,ZT05-ZT11
,,2023-08-30_16-21-50(ET_LTM_SD)_ROI_8,2023-08-30,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,16,2023-08-30_16-21-50(ET_LTM_SD),8,8,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,-0.2,-0.25,-0.225,NA,-0.2,-0.2,good,ZT05-ZT11
,,2023-08-30_16-21-50(ET_LTM_SD)_ROI_10,2023-08-30,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,20,2023-08-30_16-21-50(ET_LTM_SD),10,10,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,NA,NA,,-0.333333333333333,-0.2,,good,ZT05-ZT11
,discard due to LTM working,2023-08-31_16-04-36(ET_LTM_SD)_ROI_1,2023-08-31,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,1,2023-08-31_16-04-36(ET_LTM_SD),1,1,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,-0.142857142857143,0,,NA,NA,,good,ZT05-ZT11
,discard due to LTM working,2023-08-31_16-04-36(ET_LTM_SD)_ROI_2,2023-08-31,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,3,2023-08-31_16-04-36(ET_LTM_SD),2,2,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,-0.0909090909090909,-0.166666666666667,-0.128787878787879,-1,0.2,-0.4,good,ZT05-ZT11
,discard due to LTM working,2023-08-31_16-04-36(ET_LTM_SD)_ROI_3,2023-08-31,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,5,2023-08-31_16-04-36(ET_LTM_SD),3,3,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,0,0.25,,NA,NA,,good,ZT05-ZT11
,discard due to LTM working,2023-08-31_16-04-36(ET_LTM_SD)_ROI_4,2023-08-31,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,7,2023-08-31_16-04-36(ET_LTM_SD),4,4,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,-0.0909090909090909,-0.2,-0.145454545454545,-0.5,0,-0.25,good,ZT05-ZT11
,discard due to LTM working,2023-08-31_16-04-36(ET_LTM_SD)_ROI_5,2023-08-31,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,9,2023-08-31_16-04-36(ET_LTM_SD),5,5,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,1,0.333333333333333,0.666666666666667,0,-0.142857142857143,-0.0714285714285714,good,ZT05-ZT11
,discard due to LTM working,2023-08-31_16-04-36(ET_LTM_SD)_ROI_6,2023-08-31,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,12,2023-08-31_16-04-36(ET_LTM_SD),6,6,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,0,-0.142857142857143,-0.0714285714285714,0,NA,0,good,ZT05-ZT11
,discard due to LTM working,2023-08-31_16-04-36(ET_LTM_SD)_ROI_7,2023-08-31,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,14,2023-08-31_16-04-36(ET_LTM_SD),7,7,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,0,0,,NA,NA,,good,ZT05-ZT11
,discard due to LTM working,2023-08-31_16-04-36(ET_LTM_SD)_ROI_8,2023-08-31,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,16,2023-08-31_16-04-36(ET_LTM_SD),8,8,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,0.111111111111111,0,,NA,-0.2,,good,ZT05-ZT11
,discard due to LTM working,2023-08-31_16-04-36(ET_LTM_SD)_ROI_9,2023-08-31,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,18,2023-08-31_16-04-36(ET_LTM_SD),9,9,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,0,0,,NA,NA,,good,ZT05-ZT11
,discard due to LTM working,2023-08-31_16-04-36(ET_LTM_SD)_ROI_10,2023-08-31,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,20,2023-08-31_16-04-36(ET_LTM_SD),10,10,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,-0.2,-0.2,-0.2,0.2,0,0.1,good,ZT05-ZT11
,discard due to LTM working,2023-09-05_15-42-19(ET_LTM_SD)_ROI_4,2023-09-05,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,1,2023-09-05_15-42-19(ET_LTM_SD),4,1,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,0,0,0,0.142857142857143,0,0.0714285714285714,good,ZT05-ZT11
,discard due to LTM working,2023-09-05_15-42-19(ET_LTM_SD)_ROI_7,2023-09-05,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,3,2023-09-05_15-42-19(ET_LTM_SD),7,2,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,-0.142857142857143,0.111111111111111,-0.0158730158730159,0,0,0,good,ZT05-ZT11
,discard due to LTM working,2023-09-05_15-42-19(ET_LTM_SD)_ROI_9,2023-09-05,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,5,2023-09-05_15-42-19(ET_LTM_SD),9,3,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,-0.142857142857143,0.2,0.0285714285714286,0.333333333333333,0,0.166666666666667,good,ZT05-ZT11
,Human-override; discard,2023-09-05_15-42-19(ET_LTM_SD)_ROI_10,2023-09-05,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,7,2023-09-05_15-42-19(ET_LTM_SD),10,4,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,0,0.142857142857143,,0,1,,good,ZT05-ZT11
,discard due to LTM working,2023-09-05_15-42-19(ET_LTM_SD)_ROI_11,2023-09-05,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,9,2023-09-05_15-42-19(ET_LTM_SD),11,5,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,0,0,0,-0.2,-0.142857142857143,-0.171428571428571,good,ZT05-ZT11
,Human-override; discard,2023-09-05_15-42-19(ET_LTM_SD)_ROI_12,2023-09-05,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,12,2023-09-05_15-42-19(ET_LTM_SD),12,6,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,-0.142857142857143,0,,-1,-0.6,,good,ZT05-ZT11
,discard due to LTM working,2023-09-05_15-42-19(ET_LTM_SD)_ROI_13,2023-09-05,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,14,2023-09-05_15-42-19(ET_LTM_SD),13,7,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,-0.0909090909090909,0,-0.0454545454545455,0,0.2,0.1,good,ZT05-ZT11
,discard due to LTM working,2023-09-05_15-42-19(ET_LTM_SD)_ROI_14,2023-09-05,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,16,2023-09-05_15-42-19(ET_LTM_SD),14,8,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,-0.142857142857143,0,-0.0714285714285714,-0.2,0,-0.1,good,ZT05-ZT11
,Human-override; discard,2023-09-05_15-42-19(ET_LTM_SD)_ROI_15,2023-09-05,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,18,2023-09-05_15-42-19(ET_LTM_SD),15,9,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,0,0.142857142857143,,-1,NA,,good,ZT05-ZT11
,,2023-09-05_15-42-19(ET_LTM_SD)_ROI_18,2023-09-05,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,20,2023-09-05_15-42-19(ET_LTM_SD),18,10,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,0,0,,NA,NA,,good,ZT05-ZT11
,,2023-09-06_15-14-13(ET_LTM_SD)_ROI_2,2023-09-06,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,1,2023-09-06_15-14-13(ET_LTM_SD),2,1,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,0.142857142857143,-0.142857142857143,0,-0.2,0,-0.1,good,ZT05-ZT11
,,2023-09-06_15-14-13(ET_LTM_SD)_ROI_3,2023-09-06,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,3,2023-09-06_15-14-13(ET_LTM_SD),3,2,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,0.2,0,,NA,NA,,good,ZT05-ZT11
,,2023-09-06_15-14-13(ET_LTM_SD)_ROI_4,2023-09-06,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,5,2023-09-06_15-14-13(ET_LTM_SD),4,3,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,0,-0.111111111111111,-0.0555555555555556,-0.111111111111111,-0.2,-0.155555555555556,good,ZT05-ZT11
,,2023-09-06_15-14-13(ET_LTM_SD)_ROI_5,2023-09-06,11,ETHOSCOPE_036,OCT,75V 0Ω,500,sucrose,7,2023-09-06_15-14-13(ET_LTM_SD),5,4,Iso31,FALSE,4,RobustSleepDepriver,6X_Spaced,NA,ET,24hr LTM,0,-0.142857142857143,-0.0714285714285714,-0.5,0,-0.25,good,ZT05-ZT11
